id,district,name,address,gov_url,facilities,photo_path,status
534,葵青,葵喜街休憩處,葵涌葵福路,,寵物共享公園,/facilities/md-pets.jpeg,Active
537,葵青,石貝街花園,葵涌石貝街,,寵物共享公園,/facilities/md-pets.jpeg,Active
538,葵青,青衣東北公園,青衣担杆山路10號,https://www.map.gov.hk/gm/gmid/mmUuxFQDGX?lg=tc ,"共融遊樂設施, 長者健身園地,健身園地, 草地球場, 籃球場, 排球場, 門球場, 單車徑/場, 滑板場, 緩跑徑/健身徑",/facilities/pi-basketball.png,Active
540,葵青,涌美路休憩處,青衣涌美路,,健身園地,/facilities/md-sports-gymnastics.jpeg,Active
541,葵青,荔景山路遊樂場,葵涌荔景山路,,"健身園地,長者健身園地",/facilities/md-sports-gymnastics.jpeg,Active
542,葵青,盛芳街兒童遊樂場,葵涌盛芳街,,"健身園地,長者健身園地",/facilities/md-sports-gymnastics.jpeg,Active
543,葵青,大窩口道遊樂場,葵涌大窩口道,,健身園地,/facilities/md-sports-gymnastics.jpeg,Active
544,葵青,大窩口道南遊樂場,葵涌大窩口道,,健身園地,/facilities/md-sports-gymnastics.jpeg,Active
545,葵青,大王下遊樂場,青衣楓樹窩路,,"健身園地,長者健身園地",/facilities/md-sports-gymnastics.jpeg,Active
576,離島,坪洲手指山休憩處,坪洲手指山,,健身園地,/facilities/md-sports-gymnastics.jpeg,Active
577,離島,索罟灣遊樂場,南丫島索罟灣,,"健身園地,長者健身園地",/facilities/md-sports-gymnastics.jpeg,Active
578,離島,達東路花園,東涌達東路,,健身園地,/facilities/md-sports-gymnastics.jpeg,Active
